,text,task_1
2917,মিথ্যুক শিক্ষক হালারপুত,HOF
2918,এই শালারে ক্রসফায়ারে দেওয়া হয় নাই কেন,HOF
2919,"প্রটোকল ছাড়া বের হইয়েন না রাস্তায়, দেশের শতশত পোলাপান হড় হড় করে বমি করে দেবে আপনার গায়ে :)   যতই রঙ মাখানো লেখা লেখেন আপনার ""ক্ষমতার পা-চাটা"" চরিত্র জাতি বুঝে ফেলেছে ... :)",NOT
2920,ওর হাত দূটো কেটে ফেলা হোকওকে জদি আমি শামনে পেতাম৷,NOT
2921,কার কার কাছে সাকিব ও অপুর সিনেমাভালো লাগে লাইক ও কমেন্ট করুন প্লিজ,NOT
2922,আমরা এই ছেলে বিচার চাই,NOT
2923,ভগবানের চাকর আর দূতের মধ্যে কি পার্থক্য একটু বলবে,NOT
2924,"ছাত্রলীগ নেতা অধ্যক্ষকে কেমন মার মারল ভিডিও দেখুণ । CCTV cemera Videos Top News<br /><a href=""https://www.youtube.com/watch?v=H3YlX1uHVq0"">https://www.youtube.com/watch?v=H3YlX1uHVq0</a>",NOT
2925,সালা তুই কুত্তা,HOF
2926,ও কি বোকাচোদা নিজের পাওয়ার দেখাচ্ছে।এত লোক জমায়েত হয়েগেছে গাড়ি একটাও যেতে পারছেনা এত কি বড় বাহাদুর মনে করে।,HOF
2927,তাদের আবার সম্পর্ক সম্পর্কের মানে বুজে ওরা।,NOT
2928,যাদের কোনো অভিজ্ঞতা নেই এই মানুষরা কেনো শরনার্থী হলো এমন সব তথাকথিত বিরোধী যে সব মন্তব্য বা বিরোধিতা করছে তাদের এ বিষয়ে কোনো বাস্তব অভিজ্ঞতা নাই তাই এরা এসব সেকুলার মন্তব্য করে নিজেদের গর্বিত মনে করছেন আসলে বপনারাতো সাফার করেননি তাই ঠান্ডা ঘরে বসে সহজেই সব মন্তব্য করা সামান্য কিছু নিপীড়িত মানুষের নাগরিকত্ব কে আটকাতে সারাবিশ্বের মুসলমানদের ক্ষেপিয়ে তুলছে ভারতের বিরুদ্ধে যায় ফলে হয়তো ভারত কে গ্রাস করার পথ করে দিচ্ছে এরা এবং হিন্দুত্বের সমাধি খুরছে এইসব তথাকথিত সেকুলার হিন্দু বলে দাবি করে এমন জাতশত্রুরা নির্বোধরা দাঁত থাকতে দাঁতের মর্যাদা দিতে যানে না বুঝবি বুঝবি সব হারিয়ে বুঝে কি লাভ তার থেকে শরনার্থীদের মেরে ফেল দেশবিভাগের বলি যতো হিন্দু ঐ উল্লেখিত তিন দেশ থেকে এসেছে তাদের এবং তাদের বংশধর দের মরিচ ঝাঁপি বা জেরুজালেমের মতো সব মেরে ফেল আর বহিরাগত মুসলমানদের নাগরিকত্ব দিয়ে ওদের মতো হয়ে নিজের জাত ধর্ম খু্য়িয়ে ক্ষমতায় থাক আমরা আকাশ থেকে দেখবো তোদের তোরা কি এখনো হিন্দু না মুসলিম,NOT
2929,চোরের মার বড় গলা যেনি টাকা চুরি করতে পারে সে আবার কিসের বাংলাদেশ তিন বারের প্রধানমন্ত্রী বেগম খালেদা জিয়া মত সরকার বারে বারে দরকার নাই ওবাইদুল কাদেরের বাম পায়ের জুতা যোগ,NOT
2930,এই মুভি আজীবন দেখা যাবে।,NOT
2931,এই জনের জন্য আল্লমা মামুনুল হক এর দরকার নাই আমি একাই,NOT
2932,রুমেন ফারহানা খানকী মাগি জারক ওবায়দুল কাদের মহান নেতা খালেদা জিয়া খান কির বাচ্ছা জারোক,HOF
2933,জুতা পিঠা করে নাই কেন???,NOT
2934,"এই সাব্বির, তোকে কি ছোট থাকতে মানুষের পোন্দাইছে ?? তুই তো একটা খাসা মাল তোরে তো পোন্দানো যায়। তোর পুটকিমারতে তো মেয়েদের চেয়ে আরো বেশি মজা লাগবে আমার।",HOF
2935,ঐ নটির কারসাজি। ঐ নটির বাংলা ধনে হবেনা।। ওকে নাইজেরিয়ায় পাঠানো হোক।।,HOF
2936,তার ত নিজের লাচেচ নাই ইনি কি লাচেচ চেক করে,NOT
2937,এই চারজন এর মধ্যে একটা হচ্ছে হনুমান সালায় কয় বছর চুল দাড়ি কাটে না কে জানে। এই সালায় একটা ভন্ড মাজার পুজারি ওর বাপ মায়ের পরিচয় ঠিক আছে কিনা সন্ধেহ আছে,HOF
2938,অপুকে নতুন করে খানকি পারা ও পারার সরদার বানানো হক,HOF
2939,শালা নূরা ভিপি অইছে,HOF
2940,তাদের বলে লাভ কি যারা সিনেমাতে কাজ করে অথবা যারা আগে কইরা গেছে তারা সবাই চোদা দিয়া আইছে আর যারা আছে তারা চোদা দিতাছে,HOF
2941,চিচি,NOT
2942,"হিন্দুরা মূর্তিপূজা করে,তাই তারা একটা গন্ডমূর্খ' ।দুঃখিত।আমি মুক্তমনা,তাই মুক্তবুদ্ধির চর্চা করতেছি।কিছু মনে করবেননা।",HOF
2943,জনকে আটক করেছে খুব ভালো কথা কিন্তু সাধারণ মানুষকে ছেড়ে দেওয়াই ভালো আর যারা ক্যাসিনো চালায় তাদেরকে জেল দেওয়া ভালো ভালো,NOT
2944,দুই হাজার আডারো🙄 দেহা করেন। এসব কি,NOT
2945,শাকিব খানের নতুন নতুন গান বা মুভির জন্য আমার মত কে কে পাগল???,NOT
2946,কিয়ামতের আলামত বাবু তুমি তো অনেক চোট তাহিরি হুজুর যেই লিংক এ ব্যাট। সেখানে তো তুমি বল‌ও ধরতে পারবা না। আগে বড় হ‌উ তার পর বয়লো। বেয়াদবের গড়ের বেয়াদবের বাচ্চা,HOF
2947,আগের পোস্টের কমেন্ট পড়ে শেষ করতে পারিনাই।এরিমধ্যে নতুন পোস্ট।বাহ।,NOT
2948,না চুদলে আর কি হইলো,HOF
2949,শালার বাচ্চা মহিলার ব্যপারে মহিলাদের ইত বলা উচিৎ তোর কি,HOF
2950,রাজাকার দের কোনো জায়গা নাই,NOT
2951,এই শালার কি বিচার হবেনা,HOF
2952,আমার মতে পত্যক ক্রিকেটার এখন সাকিবের পাশে থাকা উচিত খেলাটা বন্ধ করে দেওয়া উচিতবলা দরকার সাকিব না থাকলে খেলা হবে নাদেখি বিসিবি কি করতে পারেআবার অনেকে বলবেন এটা কি বিসিবির দোষ নিহে আমি বলব এটা বিসিবির দোসআর সেখানের মুল শয়তান হল পাপন মাগীর পুলায়,HOF
2953,এগুলাতো পোলাপানই করেগেছে ওকি বালফালাতে গেছেনা এটা ওর পোলা পানে শিক্ষাদিয়ে গেছে সেটা পালনকারী,NOT
2954,মুর্খ আবাল,HOF
2955,চমৎকার একটি গান,NOT
2956,শালা পগল কোরানের কোন কথা নাই,HOF
2957,ঢাকা বিশ্ববিদ্যালয়ের শিক্ষক রাও দালালী শুরু করছে,NOT
2958,ঐ খানকি মাগি তারেক রহমান তোরমতো মাগিরে চুদে নায় তো,HOF
2959,খানকির পোলা তরে পায়লে পুটিকি দিয়ে আস্ত বাশ ডুকাতাম,HOF
2960,মুসলিম ধর্মে কোন হাদিসে বলা হয়নাই যে গান বাজনা কর | এই গোলা সব হারাম জাদা এদের কে জুতাদিয়া মারা হোক,NOT
2961,আমি তো আজ শুনলাম এর কথাজানতাম পাপন আর বিসিবি;ই এই কাজ করছে।। ওদের সম্মেলন এর থাম্বনেইল দেখে তো তাই মনে হয়।,NOT
2962,একটা বালের ছবিভালো না,NOT
2963,আসলে এসব দিয়ে প্রমাণ করা যাবে না উনি অসৎ অনেকে আছে আমার মতো নিজে যা ইনকাম করে তার চেয়ে দুইগুণ তিনগুন টাকায় সখ পুরন করি।,NOT
2964,"ওনি দেখি বেঁচ্চে আছে  , কিভাবে বেঁচ্চে আছে বকলম জাতিকে বকলম মার্কা কিছু উপহার দেবার জন্য। মনে করেছেন আপনাদের মত জাতি এখন বকলম নয়, আপনারা ত সুযোগ সন্ধানী রাষ্ট্রের ফেছন থেকে চুরি মারা মহান ব্যক্তি।",NOT
2965,"ছাব্বির হচ্ছে একটি বেয়াদপ খেলোয়ার,,,",HOF
2966,তোরে পাইলে পুকদিয়ে বাঁশ বরি দি দাড়াই করাই রাখতাম,HOF
2967,হারামি,HOF
2968,সব লুচ্চা,HOF
2969,য়েয় এই কথা গুল বলল সে একটা পাকা খানকি মাগীর ছেলে ওর টাকা কত আছে তুই জানবি কি করে তুইত একটা কাউ কাদেরের পা চাটা কুতা,HOF
2970,এই খানকির বাচ্চারা তোরা আমার আল্লাহর কোরআনের যে আজকে কষ্ট জাহান্নামে জ্বলবে আগুন জ্বলবে,HOF
2971,"Spellling Bee দেখার পর বাংলা নিয়ে আক্ষেপ হয়েছিল! যাক,উদ্যোগ অন্তত নেয়া হল :) হার্ডকোর বিজ্ঞান নিয়ে লিখিয়ে মানুষটা বাংলা ভাষার সঠিক ব্যাবহার নিয়ে লিখলেন,নতুনভাবে আরেকবার আবিষ্কার করলাম স্যার আপনাকে!",NOT
2972,মিন্নিকে ফাঁসি দেওয়া হোক,NOT
2973,এই চার লোককে জুতা মারো কুততার বাচচারা জুতা মারো চার জনের মুখে,HOF
2974,স্যারের পেটটা আগের চেয়ে একটু বেরেছে।,NOT
2975,কাউয়া কাদের 🙄🙄🙄,HOF
2976,কমেন্ট বক্সে এত বাংপাকি বেজন্মা শিবির আহে কই থেকে?,HOF
2977,খানকির পোলার ফাসি চাই,HOF
2978,আমার সব চেয়ে প্রিয় আলেম হলেন মিজানুর রহমান আযহারী হুজুর?,NOT
2979,লজ্জারে আসলে মানুষ কতজন ওর বউ মেয়ে হয়তো আছে তারা দেখে হাত মারবে আর কি,NOT
2980,আমি এই চ্যানেলটি করে বেরিয়ে গেলাম,NOT
2981,কাউয়া কাদেরের ইলিগেল বউ মনে হয় এটা তাই এতো সম্মান সম্মান মারায়!এই কুত্তার বাচ্চায় কার সাথে কার তুলনা করে?,HOF
2982,তোমার সাইজ কত সৌদি প্রবাসি,HOF
2983,প্রথম দেখলাম বাইনচোদরে কে ও,HOF
2984,নতুন সৌম্য দেখলাম। 😘,NOT
2985,নামাজের দাওয়াত দিলে হেই পোলাডা জংগি হইয়া গ্যালো....??..খানকিরপোলা জুতাইদ্দা বাইড়ান দরকার তরে...তর মায়রে চুদি...গালিডা দিলাম না...মুখ খারাপ না করার নিষেধ আছে,HOF
2986,এই বেসসা লীগ এর জন্য দেশ আজকা।। অসাতলে নেমে যাচ্ছে,HOF
2987,তিনটি মাগী নিয়ে অনুষ্ঠান। তোদের যৌবন যখন শেষ হয়ে যাবে তখন কুকুর ও তোদের দিকে তাকাবে না।,HOF
2988,এই মাগির চেহারাই পতিতার মধ্যে পরে ছি ছি ওর চরিত্র খারাপ,HOF
2989,পাকিস্তান মুসলিম জই হবে হবে,NOT
2990,একটি দুঃখের গল্প,NOT
2991,মেয়েটা।করেছে অভাবে।। আর ডি সি। লুইচচা।। মেয়েটাকে চুদেছে । চুমমা। খেয়েছে। লেওড়া। ঢুকাইছে। দুধ টিপিলো।,HOF
2992,আর যাই হোক মাল টা কিন্তু সেই একদম চ্যাপটা ডিসি হালারপুত খাইয়া মজা পাইছে,HOF
2993,মিথ্যা কথা বলেছে মিন্নি এই খুনের সাথে মিন্নি ও জড়িত আছেন,NOT
2994,তোর সন্তান কে দেখানো দরকার এই ভিড়িও,NOT
2995,আমি দুইবার হলে গিয়ে দেখছি,NOT
2996,হারামজাদা ‌তোর ফাস‌ি হওয়া উচিত,HOF
2997,নাটক টা অনেক সুন্দর হয়েছে।।।,NOT
2998,আমরা কী পারি না সবাই মিলে প্রতিবাদ করতে পারি না আমাদের সবাই সবার মতো করে বাঁচতে আর কতোদিন এভাবে কাটাবো আমরা আমাদের সরকার ভালো চাই যে দুই জন আছে তাদের বাদ দিয়ে নতুন সরকার চাই,NOT
2999,আমি তসলিমা নাসরিন এর সাথে সেক্স করতে চাই জানি না আমার ওনাকে ভালো লাগবে কিনা তবে এটা বলতে পারি যে আমি ওনাকে আমার বেস্ট সেক্স দিব যেটা ওনার সারা জীবন মনে থাকবে আর আমার সাথে ছাড়া অন্য কোনো পুরুষের সাথে সেক্স করতে চাই বে না কথা দিলাম জানি না আমার এই কমেন্টটা ওনার কাছে পৌঁছবে কি না তবে তার জন্য আমি সারা জীবন অপেক্ষা করতে রাজি যদি কেউ ওনাকে আমার এই লেখাটা পোস্ট করতে পারেন তবে আমি তার জন্য সারা জীবন কৃতজ্ঞতা প্রকাশ করবো আমার ফোন নাম্বার এটা আমার অনেক দিনের স্বপ্ন অপেক্ষার অবসান চাই,HOF
3000,মাগির জি মাগি,HOF
3001,মিন্নিকে নিয়ে জারা আজেবাজে কথা বলেন তারা কোন মানুষের কাতারেই পরে নামুখ খারাপ করলামনা আপনারা দয়া করে মিন্নিকে নিয়ে আর বাজে কথা বলে পাপের পাল্লা ভারি করবেন না অসহায় একটা মেয়েকে নিয়ে এতো মাতামাতি করার কিছু নাই সম্ভু ও ছেলে সুনামকে আর জারা জারা কোবাইছে এদের সবাইকে রিমান্ডে নেওয়া হোকদেশবাসী এটাই চায় বাংলাদেশে যত মাস্তানরা কোবা কোবি করে দেখছেন কেউ সবাই তামসা দেখে কেউ ফিরায় বা ধরেনা ভয়ভাবে আমাকে কোব দিতে পারে এই ভয়েমিন্নি ডরভয় না করে যে সাহশের সাথে এতো লোকের মজেও দায়ের মুখে ফিরাবার জন্য জান প্রাণ দিয়ে চেষ্টা করছে কিন্ত পারেনাই কি করে সম্ভপ এতো লোক ছিল কেউতো সাহস করে আসেনাই একা মিন্নি কয়জনকে ধরবে যতটুকু করেছে যতেষ্ঠ করেছে যারা বলে অন্য কিছু বলে তারা মানুষ নামে পশ মিন্নির জয় একদিন হবেই হবে দয়া করে মিন্নিকে নিয়ে আর বাজে কথা কেউ বলবেন না না না,NOT
3002,এ হারামি দের মুখে জুতা মারি।,HOF
3003,উনিতো সব সময় শেখ হাসিনার সাথে সাথে থাকে তো সেখ হাসিনার চোখে পরে না ? চোরের দল সব সাধারন জনগনের টাকায় ফুটানি করে,NOT
3004,জানোয়ারে বাচ্চা কে ফাসি দেওয়া হোক,HOF
3005,আরে ভাই এ তো দুর্দান্ত ! অনেকদিন ধরেই মজার বাংলা কার্টুন খুজছিলাম ! আজ আপনার মাধ্যমে কার্টুন পেয়ে গেলাম ! তা ভাই এরকম কার্টুন আরো পাব কি ? মাঝে মাঝে তো একটু বিনোদনের প্রয়জন হয় তাই না ?,NOT
3006,খালেদা এতিমের টাকা চুরি করে খাইছে এটাও একটা নাম এইকথা বুলেজাস কেন,NOT
3007,বেগম খালেদা জিয়ার সাথে শেখ হাসিনার তুলানা হবেনা আর কোথায় কাদের,NOT
3008,অসংখ্য পাকি বীর্য থেকে জন্ম নেয়া ছাগু ফেসবুকে জাফর স্যারের ফলোয়ার।,HOF
3009,কত বড় বেশ্যা হলে এসব করতে পারে একে গন রেফ করে মেরে ফেলে উচিত বাংগালি জাতির কলংকো সারা নারীর বদনাম করার জন্য এই একজন বেশ্যায় কাফি জারোজ ফ্যামেলির জারোজ পতিতা খানকি কুওার বাচ্চাদের কারনে দেশের বারোটা বাচছে মাদারির বাচ্চা এখন পরনো ভিডিও বানা,HOF
3010,সব শালারে পোন্দে সিদ্ধ ডিম আর গরম রড দেওয়া উচিৎ।,HOF
3011,মাগি সানাই তোর দুধ কি বড় কি করে,HOF
3012,সালিটা বড় নাস্তিক,HOF
3013,আপনি কি তাহেরি ব‌উ তার সম্পর্কে সব জানেন যা বলছেন সব সঠিক,NOT
3014,সাকিব এটা পড়ো টা পাপন চাল আমরা বুঝতে পারি শালা কত বড় কিমিনাল,HOF
3015,নিচ তালা ভারা দিয়ে তো দোতালা করছে এবার নিচ তালা আর দোতালা ভারা দিয়ে কি তিন তালা করার সগ জাগছে একটা পুরাই একটা খানকি গাজ ভালো তো ফল ভালো আর কিছু বল্লাম না,HOF
3016,কোন নডির পুত এইর ধরনে ভিডিও বানাছ অামি যদি তদের পায়াই তাহলে মারব,HOF
3017,তাহেরির গান শুনে কে জারা শুনে তারাও তাহেরির মত পাগল ছাগল,NOT
3018,আবাল গুলার বাড়ি নিশ্চই পাবনা,HOF
3019,এই ভিডিও করছে তাকে সালে একুশে পদক এবং মেরিল প্রথম আলো পুরস্কার দেওয়া দরকার আমি তাকে নোবেল পুরস্কার দেওয়ার জন্য নোবেল কমিটির কাছে অনুরোধ জানাবোএমন লুচ্চাদের মুখোশ খুলে দেওয়া জন্য,HOF
3020,পাগল ছাগল গুলো,HOF
3021,মাগী,HOF
3022,"আপনি সজাগ হয়েছেন বটে, তবে কি গঞ্জিকা সেবন করিয়া এতকাল নসিকায় তৈল লাগাইয়া ঘুমাইয়া ছিলেন? নাকি ইয়াবার ট্যাবলেটে আসক্ত হইয়া পঞ্চ রজনী পরে ঘুম থেকে জাগ্রত হইয়া দুঃস্বপ্ন সাধন করিয়াছেন??",NOT
3023,কিছু ভন্ড আছে আর তুই বড় ভন্ড পাগলা আহামদ শফী হুজুরের নোখের জগুতা তুর আছে,NOT
3024,বর্তমান সময়কালে আন্দোলনের ছয় দফার একটি কথা ছিল খেলার আগের দিন হার জিৎ জেনে যাচ্ছি দুঃখ করে বলতে হচ্ছে সাকিব বোকা নয় অনেক বেশি সৎআর এমন সততা আই সিসির নিয়ম কানুনের বাহিরে পারিবারিক রাজনীতি খেলাধুলা যাইহোক না কেন কিছু বিষয় গুপনীয় থাকে যে বিষয়গুলি আপনার জনসম্মুখে প্রকাশ করা সততা নয় বোকামি সাকিবের এই কথাটি ট্রাম্প কার্ট হিসেবে ব্যবহার করেছেন ক্রিকেটের হর্তাকর্তারা (বিসিবি এবং আই সিসি ),NOT
3025,খানকি মাগি মিথিলা,HOF
3026,সব নাটক,NOT
3027,কি বলবো ভাষা নেই বরগুনারবাসীদের ধিধকার জানাই ঐ জায়গার মানুষরা এত পাষান এত নির্দয় ছি ছি তোদের কি মানবতা বলতে কিছু নেই । অার মিন্নি ও তো একটা খারাপ নোংরা চরিত্রের মহিলা ওর সামনে দিয়ে রিফাতকে ধরে নিয়ে গেল ওরা এবং রিফাতকে মেরে ফেললো । অারে এই মহিলা তোর মত খারাপ নোংরা চরিত্রের মহিলার জন্য রিফাত এর মত একটা ছেলেকে নির্মম ভাবে ওরা হত্যা করলো। এই মহিলাকে পুলিশ ধরে রিমান্ড করুক অাসল সত্য ওর মুখ দিয়ে বের হবে।,HOF
3028,"স্যার আপনি ঘুমিয়ে পড়ুন, আর উঠবেন না, নাহলে পোলাপাইন আপনার চটোকেশে আগুন লাগিয়ে আপনার গুপ্তধনে দন্ড সেধিয়ে দিবে ঘুম না আসলে ধোলাই পারের মেয়াদ উত্তীর্ণ গাঁজা সেবন করুন। চির নিদ্রায় শায়িত হবেন। রিপ স্যার।😔",NOT
3029,ফালতু একটা মেয়ে,HOF
3030,এই সব মাগীরার কারনে আজ বাংলার মা বোনেরা অবহেলিত,HOF
3031,জুতা মার সালাগরে।,HOF
3032,এই হল বাংলাদেশের নাটক শবাই তা বুজতে পারে,NOT
3033,সাকিবের বাল পালাইবি তুরা সাকিবের টাকার উপর লুভ পরেছে তুরার শালা কুত্তা ওগল,HOF
3034,অনেক সুন্দর হয়েছে সাকিব খান সেই রকম হয়েছে,NOT
3035,আমরা মুসলমান আমাদের বাবরি মসজিদ চাই,NOT
3036,সানাইকে সবাই বলে অনেক সুন্দর আসলে কি ও এত সুন্দর ওকে দেখলে আমার অনেক রাগ ওঠে ওর বডি দেখছেন কত খারাপ ওর পাছা দেখছেন কত খারাপ চুদানি ওদের মতন গোয়া টা বড় মানুষ কি দেখে পাগল হয় ফালতু মেয়ে সে কি বুঝে না আজকাল বছরের কিশোর কিশোরীরা মোবাইল ইউজ করে ঠিক টাইমে বিয়ে হলে ওর বাচ্চা ও মোবাইল চালাতে পারতো প্লিজ সরি খারাপ নজরে দেখবেন না,HOF
3037,যেখানে আপনার গায়ে আঘাতের জন্য ছাত্র-ছাত্রীরা আন্দোলন করেছিল আজ সেই জায়গায় আপনি আপনার কর্তব্যটা ঠিকভাবে পালন করেছেন স্যার। আপনার ছাত্র হয়ে শিক্ষা পাওয়াটা সত্যিই ভাগ্যের ব্যাপার।,NOT
3038,চুতমারানি এরা পর্ন তারকা নিজেও মনে হয় তাই তুই,HOF
3039,সমাজ আজ কত নিচে নেমে গেছে,NOT
3040,খানকী মাগী বেশা মাগী তরে ঘোড়া দিয়া এক পিট দিমু তুই কতটাকা নিবি,HOF
3041,দেওয়ানবাগির ওখানে আমি যখন প্রথম দিন যাই ওই দিনি আমি বুঝেছি এটা ভন্ড এটা শিরক এটা কপটতা করার প্রন্থা😂😂😂😂😂😂মহিলাদরর গায়ে হাত দেয় লুইচ্চা আবার আমাকে নবি রাসুলের ছবি ও দেখাইছিলো😁😁😁😁😁😁বিশ্বাস করানোর জন্যে একটা ছাগল,HOF
3042,"পরিচালক একটা গাধা,,,,<br />এত সুন্দর একটা নাটক এই ভাবে মিল ছাড়াশেষ করে দেওয়ার কোন মানে হয়...!!!!<br />হালারপো হালায় তারছেরা পাগল,,,,<br />আরো কিছু কাহিনি যোগ করে মাতাব্বরের নাতনির সাথে মিল দিয়ে দিলে নাটকটা আরো অনেক সুন্দর হতো,,,,<br />আপনারা কি বলেন....??????",HOF
3043,মসলমানরাই সব সময় নাসিতক হয় 😏😏😏😏,NOT
3044,ম্যান অফ দ্যা সিরিজ রাসেলকে দেওয়া উচিত হয় নি,NOT
3045,কুওার বাচছা নসতিক কিপাপ করছ ইমান নিছেগা আললাহ,HOF
3046,সানাই মাগি টাকা দিয়ে বানাইছে এ তার চাইতে এ টাইতো সুন্দর,HOF
3047,দায়িত্ব পেলে বোবারাও নিজেদের ক্রিয়েটিভ যাহির করার চেষ্টা করে।,NOT
3048,বালের কথা ছাড় কিছু না,HOF
3049,"স্যার ধন্যবাদ, লেখাটির জন্য, কিছু সত্য কথা উপস্থাপনার জন্য এই গুলি যে দূর্ঘটনা না হত্যা সেটা বলার জন্য দোষ বাস মালিকদের বেশী সেটা বলার জন্য মামলা হয় শুধু ড্রাইভারের বিরুদ্ধে কিন্তু সেটা ঠিক না কারন অাসল কালপ্রিট বাসের মালিক তার বিরুদ্ধেও মামলা হওয়া উচিত। সর্বশেষে বাংলাদেশের মানুষের কাছে অাপনি  কত ইমপোরটেন্ট তা এই ২/৩ দিনে বুঝা গেছে কারন অাপনার একটি মন্তব্যের জন্য অাপনার একটি লেখার জন্য বাংলার মানুষের সে কি হাহাকার। সেই জন্য অাপনার মত দিব্যি সুস্থ মানুষকে মেরে প্রযন্ত ফেলেছে। তবুও ভালো লেগেছে অাপনার প্রতি তাদের এই ভালোবাসা দেখে। তাদেরকে ধন্যবাদ তারা এত শিক্ষিত কিন্তু তাদের ভাষার প্রয়োগে যথেষ্ট নোংরামি ত্যাগ করতে না পারার জন্য।",NOT
3050,এই মাগী তুই মরলে তর জানাজা পড়বে কে হুজুর কে নিয়ে যে খারাপ কথা বলছ,HOF
3051,ভাই খারাপ লাগাটা অনেক বেশি কাজ করতেছে সত্যি হ্রিদয়টা পুড়ে যাচ্ছে। আপনার জন্য অনেক ভালোবাসাসাকিব ভাই।,NOT
3052,সবার কপালে যদি এই রকম বউ হয় তাহলে ভালো হতো আমার ভালো লাগলো,NOT
3053,এই মাগীর কোন ক্ষমা নাই।আর ঐ শালার পোলার লিঙ্গের মধ্যে এক টন ওজনের পাথার বেধেঁ দেওয়া হোক।,HOF
3054,যখন তারা নুসরাতকে হত্যা করেছিল তখন তার কী কষ্ট হয়েছিল 😭 তা এবার খুনিরা ভালোভাবে টের পাবে। একইসাথে সাগর রুনী হত্যা অাবরার হত্যাসহ প্রতিটি খুন ও অপরাধের উপযুক্ত বিচার চাই। 😇,NOT
3055,বালের অভিনয় করছে এটা কি অভিনয় হইছে নাকি,HOF
3056,জুতা মার শুয়ারের বাচ্চারে,HOF
3057,"আমরা আপনাকে হারাতে চাই না স্যার ❤ জঙ্গিবাদ নিপাত যাক, দ্রুত সুস্থ হয়ে উঠুন এটাই প্রার্থনা করি 😍",NOT
3058,কুক্তার বাচ্চারা মজা করতে ভালোই লাগে তদের 😭😭😭,HOF
3059,কিছু কিছু বোকাসোদার কমেন্ট হবে ঠিক এমন👉তাহসিন ভাইর ফ্যান রা লাইক দিয়ে যাও,HOF
3060,নাটক চোদাবি না।,HOF
3061,"আমি আসলে ফেসবুক, নেট, ব্লগের সাথে পরিচিত নই  sottoi",NOT
3062,দুধ ধরে টিপ মারলে কি সে দুধ ডেলে দিবে,HOF
3063,হারে বাংগালি বড় বড় লিকছার দেওয়ার মাজে এক নাম্বার। এত গুলা মানুষের সামনে কোবালো কেউ দরলো না? কেন এত বয়?,HOF
3064,এই ভাবে বোদা পাইতা দিলে সবাই করবে,HOF
3065,আল্লা তুমি এই সব নাস্তিক দুনিয়া তে শাস্তি দাওয়,NOT
3066,হায়রে নারী তোমারই পার ভালো ছেলেদের জীবন নিয়ে খেলা করতে।,NOT
3067,পাপের পদত্যাগ চাই।।,NOT
3068,শাহরিয়ার কবির একটা শুয়োরের বাচ্চা,HOF
3069,পাগল কে যদি সোনার থালায় খেতে দেওয়া হয় তবে সে মনে করবে আমি ভালো আর বাকি সোভাই পাগল,HOF
3070,৭১- এ গর্তের ভেতরে লুকিয়ে এখন যারা মুক্তিযুদ্ধের গল্প শোনায় তারা গর্তজীবী- গর্তযোদ্ধা।তাদের মুখে মহান মুক্তিযুদ্ধের কাল্পনিক গল্প শোনা বোকামী। তাদের কে স্যার বলে ডাকা ন্যাকামি। জাফর আর মীর জাফর এক গোয়ালের দুষ্ট বলদ।এরা বাঙালির জন্য ব্রিটিশ আমল থেকে বিপদজনক।,HOF
3071,এক জনে চুদছে চুদুক নারে ভাই সমস্যা কি। চুদস কি খারাপ। এটা মজার জিনিস,HOF
3072,আপনে কি বলতে চান কুরআন দুনিয়র আবিশকার হুম,NOT
3073,আরে ছাগলের দল শুধু মিন্নি মিন্নি করস কেন এদের বাপ মায়েরও দোষ আছে।,HOF
3074,বাংলা ছবি এমনিতেই দেখিনা আবার মাসুদ রানা চোদাতি আসছে জনগন পাগল ছাগল,HOF
3075,তাদের হাতে অস্ত্র ছিল তাই কেউ সামনে আগাতে সাহস পায় নাই। যদি সবাই মিলে চেষ্টা করতো তাহলে ছেলেটা মৃত্যুবরণ করত না।আর রিফাতের স্ত্রীকে ভালভাবে জিজ্ঞেস করা উচিত। তাহলে ঘটনা আরো পরিস্কার হবে।,NOT
3076,মুসফিক বাল কামাইছে,HOF
3077,খোলামেলা পোশাক পরে এতদিন জুয়ার আসর মাতিয়ে রেখেছে আর আজ ক্যমেরার সামনে লজ্জা লাগে। ওর পাছায় লাথি মেরে তোলেন। দেখলেই কেমন বেশ্যা বেশ্যা লাগে।,HOF
3078,"স্যারের সার্কাজমটা বুঝতে আমার কয়েক মিনিট সময় লেগে গেলো! কমেন্ট পড়ে বুঝলাম, জাতি বেশ বেরসিক! ফানও বুঝে না... ইতিহাসের সর্বোচ্চ লাইকধারী নির্বাচন নিয়ে আপনারা কতোই না আনন্দ করলেন, স্যারও কি একটু মজা নিতে পারবেন না 😎",NOT
3079,হায়রে পুড়া কপাল ফুলের কলিটি মেলতেই ঝরে গেল উফ উফ,NOT
3080,সানাইকে যদি মজা মতো সোনা দিয়ে চুদতে পারতাম।।।এই মাইয়ার দু গোব,HOF
3081,নুর ছেলেদের হ লে গেছে সেটা ঠিক আছে কিন্তু মেয়েরা ছেলেদের হ লে কি করে?,NOT
3082,ভাই তুমি নিজেকে কন্ট্রোল করলে কিভাবে,NOT
